"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Phel_contig_10685" 16.0595203993874 4.95697461925206 1.19780567633979 4.13837963633583 3.49767282818788e-05 0.000638088961899139
"Phel_contig_10686" 16.7707130877449 6.37342284249261 1.09756411508717 5.80687975753143 6.36478110263054e-09 3.56163916623885e-07
"Phel_contig_10688" 45.4537439488362 2.08387677181243 0.600661578871284 3.46930259086704 0.000521811387444538 0.00578006459938565
"Phel_contig_107" 6706.18453352757 2.55156161551481 0.665053370448888 3.83662684664329 0.000124735781909279 0.00181334471450448
"Phel_contig_1070" 2881.13462291741 1.59707743525292 0.53970927707033 2.95914393749582 0.00308494972986522 0.0227267783646278
"Phel_contig_10702" 226.353587704524 -1.51146021433426 0.411096724324385 -3.67665350975068 0.000236313671602619 0.00306201278141366
"Phel_contig_1071" 695.347766059001 2.02150309334145 0.531503088627873 3.80337035963452 0.000142740707659428 0.00203109307341479
"Phel_contig_10714" 916.526155809877 -1.33649592157142 0.457703868741534 -2.92000136517558 0.00350029852377549 0.0251485926501054
"Phel_contig_10716" 64.4278405765586 -1.24277757589247 0.459350384856481 -2.70551112367253 0.00681993641312095 0.041814235038066
"Phel_contig_10721" 36.8567879070782 -1.47725896814659 0.554029226000198 -2.66639176927836 0.00766702888572776 0.0456723176866298
"Phel_contig_1073" 1827.02117044017 1.32553308693082 0.442577223183129 2.99503231864768 0.00274415764313883 0.0208124315631316
"Phel_contig_1074" 1939.31251326687 1.49698239293725 0.509960197150148 2.93548869363326 0.00333022747422981 0.0240900580855204
"Phel_contig_10750" 36.9201615579275 -1.58011212207593 0.582769271479584 -2.71138544773339 0.00670026880373509 0.0412559310606266
"Phel_contig_10758" 41.2682163926206 2.16917492933502 0.535476045230065 4.0509280455357 5.10148946694164e-05 0.000861549433040965
"Phel_contig_10762" 105.953825372461 -2.57737840227012 0.480230910560692 -5.36695649028696 8.00763639259859e-08 3.31350471417873e-06
"Phel_contig_10765" 25.6424823040005 5.1885474711579 0.838483594179372 6.18801310744304 6.09272635547071e-10 4.41620433819354e-08
"Phel_contig_10766" 335.461029932494 -1.29733982299824 0.467432732525716 -2.77545779900399 0.00551240527965632 0.0355251898189007
"Phel_contig_1077" 1569.37291291252 1.6159602078814 0.36297141289025 4.45203162148203 8.50616355963249e-06 0.000190792453674
"Phel_contig_10772" 47.0625115089741 4.80805261762331 0.980801850103039 4.90216511838574 9.47861108987931e-07 2.91649571996286e-05
"Phel_contig_10776" 62.524563634297 2.36922740421053 0.579623394149925 4.08752895090654 4.35992281869493e-05 0.000761312311105985
"Phel_contig_10782" 88.7477967971301 4.75573485495973 0.745373113593479 6.38034129247313 1.76693757219122e-10 1.40833400587935e-08
"Phel_contig_10785" 119.285482424129 -2.03462230546748 0.487199031032849 -4.1761624631193 2.96468117360953e-05 0.000552044080603154
"Phel_contig_10786" 133.909853891389 1.11664173051377 0.412788549493906 2.70511798809055 0.0068280132458735 0.0418160153418961
"Phel_contig_10788" 73.8854852578313 -1.84966775630068 0.572482393593403 -3.23096007318327 0.00123375172609039 0.0112680918746522
"Phel_contig_1079" 313.99276914143 5.1474113664425 0.758636506341482 6.78508260993904 1.16020104750949e-11 1.16020104750949e-09
"Phel_contig_10792" 27.8969821764613 -2.00811642403421 0.657309757447704 -3.05505342234931 0.00225020436659449 0.0179306721811124
"Phel_contig_10796" 240.169825407565 -2.35174303634351 0.436551389159834 -5.38709323745266 7.16062927594791e-08 3.02089047579052e-06
"Phel_contig_1080" 2779.57132427912 2.27974387886924 0.464177901911728 4.91135805793437 9.04477505549265e-07 2.80699915515289e-05
"Phel_contig_10803" 112.576042121874 -1.44699591222708 0.511817228501808 -2.8271731228406 0.00469609320372591 0.0315173776879363
"Phel_contig_10805" 47.4213995345772 -1.77873469060047 0.56189655665296 -3.16559101411091 0.00154768234996891 0.0135125055615718
"Phel_contig_10808" 32.7263830913813 5.56075600206862 0.963921274350728 5.76889020922813 7.9795266745898e-09 4.3524690952308e-07
"Phel_contig_1082" 920.735331816784 2.88341507334418 0.45435051414793 6.34623486396094 2.20648302590206e-10 1.74578876774669e-08
"Phel_contig_1085" 147.600577038415 1.66156257285447 0.462546380602236 3.59220748996265 0.00032788860920624 0.00397887301059258
"Phel_contig_10858" 55.7430613203319 -1.65386050136564 0.536433692729334 -3.08306604111856 0.00204879682346908 0.0167553242975512
"Phel_contig_10867" 14.7538774901618 -2.49373954456739 0.794484161439848 -3.13881593315589 0.00169631965014879 0.0144824128234047
"Phel_contig_10868" 45.0669461614718 2.15225301807446 0.711945035644531 3.0230606441774 0.00250232091909842 0.01936993687078
"Phel_contig_10869" 33.3472924824683 1.71341723154019 0.608492139536136 2.81584119204294 0.00486497082627667 0.0323731884927838
"Phel_contig_10883" 27.6761343409091 3.08841874004366 0.749209117817755 4.12223859346426 3.75208279812179e-05 0.000674812559862037
"Phel_contig_10888" 90.5320626265282 -2.91770034684996 0.518928647034554 -5.62254630482114 1.88163108018894e-08 9.3005106023069e-07
"Phel_contig_10890" 75.9659526542819 -1.64792498570985 0.494327457547694 -3.33367074911241 0.000857080472947712 0.00849679288799133
"Phel_contig_10899" 45.1113873377249 1.72264370836521 0.573641902716923 3.00299490013945 0.00267336911289248 0.0204247607858298
"Phel_contig_10905" 15.6138397898107 5.53341488484515 1.21008275939335 4.57275739356802 4.81347361884652e-06 0.000117614287519327
"Phel_contig_10908" 525.729328718488 -1.38050897250114 0.404749422651264 -3.41077440817155 0.000647786637114772 0.00682992985363886
"Phel_contig_1091" 3641.76852072455 1.72779445481371 0.463380966997911 3.72866944882848 0.000192493452699694 0.00257134111212949
"Phel_contig_10911" 23.5100114323462 5.31014043651178 0.753999495249205 7.04263128817708 1.8864294358695e-12 2.11123708884877e-10
"Phel_contig_10913" 23.294622199669 3.45794950066642 1.0611691657194 3.25862229357386 0.00111954611997338 0.0104594274184364
"Phel_contig_10932" 115.295389407029 1.99069216422443 0.423009833199729 4.70601865012558 2.52601419391892e-06 6.84591048791076e-05
"Phel_contig_10939" 55.2698313771182 4.39013798473788 0.594669398334145 7.38248512036442 1.55361900890238e-13 2.15116478155715e-11
"Phel_contig_10940" 598.87648924168 -1.8955208295405 0.434767090640324 -4.3598535177738 1.30149536667044e-05 0.000276423794691068
"Phel_contig_10956" 43.9424111158619 1.6542277875352 0.629756981054706 2.62677165525777 0.00861991569847262 0.0499437175662577
"Phel_contig_10957" 8.9464503775151 4.75724281696177 1.02836269916388 4.6260359509633 3.72730628575482e-06 9.49408204862078e-05
"Phel_contig_10959" 24.7382964821998 -2.20797082323323 0.717787424470898 -3.07607900049348 0.00209742265106035 0.0170573528851293
"Phel_contig_1097" 926.033875092049 5.39573603441683 0.723608679660858 7.45670441231538 8.87134190208103e-14 1.27747323389967e-11
"Phel_contig_10971" 38.5028114619942 2.13595218715256 0.676812983167014 3.15589718323338 0.00160005252179875 0.0138799736830735
"Phel_contig_1098" 523.879592685593 1.73620116935649 0.418715277031068 4.14649587583036 3.37602257933448e-05 0.000618507953465858
"Phel_contig_10981" 61.8162945215792 3.27157552604567 0.722007829629422 4.53121890343605 5.86443316683442e-06 0.000138590543111185
"Phel_contig_10995" 35.1563426660314 3.30635208990123 0.857787652711361 3.85451117120916 0.000115961088930509 0.00170856720388745
"Phel_contig_11" 5709.2920370349 2.9275822990339 0.526214817670513 5.56347370071017 2.64456734481382e-08 1.26377554530926e-06
"Phel_contig_11006" 56.1573739943957 3.6380482676189 0.627754806861947 5.79533319036609 6.8185671764705e-09 3.78614527022527e-07
"Phel_contig_11010" 16.4234433848804 2.45394329053332 0.87916015398175 2.79123579409202 0.00525072054725604 0.0343163581908413
"Phel_contig_11013" 76.8555887374551 1.76148547719698 0.520520236975885 3.38408644288422 0.000714155150165923 0.00734909539951593
"Phel_contig_11036" 78.1717153597405 1.63816979202197 0.545891682809923 3.00090630359059 0.00269177377498687 0.0205419528903634
"Phel_contig_11038" 47.2369577422424 6.8799122085257 0.949073837916398 7.24908003325632 4.19611900255115e-13 5.20897531351177e-11
"Phel_contig_11050" 65.1951710412593 -1.59748025587437 0.561280782907543 -2.8461338861436 0.00442535842110673 0.0301253519999702
"Phel_contig_11063" 30.3874024535714 2.02780336541987 0.622828905290345 3.25579520827565 0.00113075278792348 0.0105050581587729
"Phel_contig_11069" 13.6369008627415 2.65686496834079 0.839585972017591 3.16449423512417 0.00155352739711456 0.0135525814934065
"Phel_contig_1107" 47.0583235251207 -2.16080719515587 0.666829426787299 -3.24041967608774 0.00119353893396049 0.0109657341444264
"Phel_contig_11070" 17.7124973358606 -3.2439710050486 1.12802813099035 -2.87578910128824 0.00403018889628479 0.0281448691108152
"Phel_contig_11100" 215.447159780172 -1.23172170144556 0.453208910953741 -2.71777908967744 0.00657217019117458 0.0406642440932028
"Phel_contig_11101" 104.935641941707 1.44286424110913 0.517908734239154 2.78594305467507 0.00533722469008338 0.0347136565208675
"Phel_contig_11115" 387.931936544825 -1.93504082462234 0.41937421453957 -4.61411493013898 3.94773942598025e-06 9.98301799032686e-05
"Phel_contig_1112" 1661.2296986186 4.21260016259277 0.542258166822028 7.76862465213062 7.93429006017664e-15 1.29687789901481e-12
"Phel_contig_11123" 6.99201170328973 3.54666432899481 1.13764358814307 3.11755312996039 0.00182359074321033 0.015344589035194
"Phel_contig_11134" 78.6597897768608 -1.35245251576541 0.458434727148728 -2.95015284766296 0.0031761675678157 0.0232402504962125
"Phel_contig_11143" 135.013990591602 3.29395662275062 0.453212372855775 7.26802007190314 3.64794598047828e-13 4.71830138792401e-11
"Phel_contig_11146" 89.096538595909 -1.33460838380157 0.494639569102612 -2.69814318782229 0.0069727441911507 0.0425095327487596
"Phel_contig_11151" 36.6714340431831 1.88592484013539 0.538842492304592 3.49995567734352 0.000465335523302285 0.00528051403852911
"Phel_contig_11159" 450.905680452617 -2.02089887464752 0.419805062848175 -4.81389829111802 1.48014160759982e-06 4.27992754004769e-05
"Phel_contig_1116" 117.994167225852 1.2515676500623 0.436862025600626 2.86490373783705 0.00417136025538785 0.0287919333365867
"Phel_contig_11165" 150.14134002179 -1.47690276796304 0.449546806732272 -3.28531477889601 0.00101868494553562 0.0097060409455533
"Phel_contig_1117" 3191.25578706771 1.62953807754871 0.335709536089171 4.85401188340348 1.20988481277495e-06 3.6046223387502e-05
"Phel_contig_11178" 87.7195325297723 -1.46529662661825 0.515366255820981 -2.84321414153131 0.00446610522782676 0.0303358090946723
"Phel_contig_11181" 67.8869040473186 1.9801565039992 0.651466660259997 3.03953621081534 0.00236942716932393 0.0186040083087593
"Phel_contig_11189" 88.1596604390883 2.49898414073802 0.462420255794219 5.40414073437581 6.51198021228073e-08 2.80174773113935e-06
"Phel_contig_11199" 13.7748476757941 2.30582546882588 0.813596988715339 2.8341125899037 0.00459531385243746 0.0310474755122456
"Phel_contig_11202" 77.3564032075764 2.2354897303969 0.745047441917324 3.0004662852664 0.00269566594157096 0.0205601639611344
"Phel_contig_11209" 15.996779454709 2.83882759992616 1.07961896823109 2.62947177056128 0.0085517631652372 0.0496821098356975
"Phel_contig_11217" 25.3044749057224 -3.01451024218897 0.777658000269386 -3.87639584643214 0.000106015159766793 0.00158144160978089
"Phel_contig_11218" 185.242947690992 1.5877566615505 0.37381474251247 4.24744259918409 2.16224538604309e-05 0.000419627136914022
"Phel_contig_11219" 44.9909079004221 -1.64199051504639 0.557093043313199 -2.9474259906047 0.00320431444677385 0.0234224000170271
"Phel_contig_1122" 71.6716171045419 1.50172727792833 0.431349760341221 3.48146079121589 0.000498686785329119 0.00557826751067269
"Phel_contig_11228" 74.4800231418142 1.2611110872568 0.421615927260977 2.99113720738586 0.00277940579161341 0.02101335845252
"Phel_contig_1123" 772.849004118691 2.34286510571927 0.605451975085361 3.86961344933916 0.000109008047900035 0.00161826380387681
"Phel_contig_11242" 64.746201133038 1.78955191503854 0.511338519121213 3.49974009021277 0.000465712002009165 0.00528051403852911
"Phel_contig_11243" 106.372401172833 -1.35047765031992 0.480272285062079 -2.81190002488976 0.00492498083823018 0.0326718630545982
"Phel_contig_11244" 285.561559951336 1.24403415840879 0.41815841611115 2.97503077895272 0.00292959152050432 0.0218336822929858
"Phel_contig_11249" 102.936363604985 2.80913289492874 0.67025599166518 4.19113432757198 2.77563259165007e-05 0.000520431110934387
"Phel_contig_11257" 121.756527331841 -1.22763894981759 0.444912860004862 -2.75927953578184 0.0057928959411478 0.0369431804927052
"Phel_contig_11259" 54.2610806075395 -1.614373324403 0.561954450629776 -2.87278323464435 0.00406873180371464 0.028322464376486
"Phel_contig_11263" 5.00972722594089 -3.32904763135972 1.24428149210846 -2.67547789826769 0.00746227933125663 0.0446991773586087
"Phel_contig_1127" 286.609838239155 -1.18953424769516 0.40725279404292 -2.92087436868463 0.00349050550468139 0.0250898232616034
"Phel_contig_11273" 177.220550040886 -1.91839649544023 0.45183509253683 -4.24578906580581 2.17825480891131e-05 0.000421975819484163
"Phel_contig_11274" 103.092244598543 1.46877347771501 0.51948320744215 2.82737431484456 0.00469314342542816 0.0315113142646093
"Phel_contig_1128" 1013.91244182586 3.82426280554579 0.527430918809517 7.25073686271118 4.14510295144438e-13 5.17538865613864e-11
"Phel_contig_11288" 158.805216657095 -1.8045773846325 0.466320002043783 -3.86982624962133 0.000108912945692752 0.00161826380387681
